Total Travel Time,Price,Total Walking Distance,Total Waiting Time,finalsolutionusedlabels,sourcename,targetname,distance,stresslevel,multimodality,safety_boost,caloriesBurnt_avg,mood_upgrade,earnings_gross,delay_probability,luggage_transportation,meal_option,possible_expences
4.97,18.39,374,0.0,"[db_fv, flixbus, blablacar]",Wuppertal,Duisburg,50.56399999999999,low,1,3,431,achieved,121.47,0.928,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","catering trolley, on-board catering with 2-g rule+ prepared own snacks, on-board purshase of low cost snacks&drinks+ prepared cold food&drinks, no alcohol",4
6.32,16.39,617,0.0,"[db_fv, flixbus, blablacar]",Wuppertal,Duisburg,50.56399999999999,low,1,3,552,achieved,154.46,0.928,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","catering trolley, on-board catering with 2-g rule+ prepared own snacks, on-board purshase of low cost snacks&drinks+ prepared cold food&drinks, no alcohol",4
5.67,19.2,364,0.0,"[db_fv, blablacar, db_fv]",Wuppertal,Duisburg,50.56399999999999,low,1,3,490,achieved,138.57,0.8,"2 pieces of hand luggage, 2 free pieces of checked baggage up to 23 kg, additional bags per fee","prepared cold food&drinks, no alcohol + catering trolley, on-board catering with 2-g rule",4
3.17,23.04,173,0.0,[db_fv],Wuppertal,Duisburg,50.56399999999999,low,0,11,273,achieved,77.47,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",4
5.34,16.39,617,3.17,"[db_fv, flixbus, blablacar]",Wuppertal,Duisburg,50.56399999999999,low,1,3,469,achieved,207.98,0.928,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","catering trolley, on-board catering with 2-g rule+ prepared own snacks, on-board purshase of low cost snacks&drinks+ prepared cold food&drinks, no alcohol",4
2.83,16.89,476,1.02,"[db_fv, flixbus, db_fv]",Wuppertal,Duisburg,50.56399999999999,low,1,18,253,achieved,94.09,0.88,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared own snacks, on-board purshase of low cost snacks&drinks + catering trolley, on-board catering with 2-g rule",4
2.5,18.15,479,0.92,"[db_fv, flixbus, db_fv]",Wuppertal,Duisburg,50.56399999999999,low,1,18,225,achieved,83.58,0.88,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared own snacks, on-board purshase of low cost snacks&drinks + catering trolley, on-board catering with 2-g rule",4
2.18,18.15,479,0.59,"[db_fv, flixbus, db_fv]",Wuppertal,Duisburg,50.56399999999999,low,1,18,198,achieved,67.7,0.88,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared own snacks, on-board purshase of low cost snacks&drinks + catering trolley, on-board catering with 2-g rule",4
2.08,19.57,479,0.51,"[db_fv, flixbus, db_fv]",Wuppertal,Duisburg,50.56399999999999,low,1,18,190,achieved,63.3,0.88,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared own snacks, on-board purshase of low cost snacks&drinks + catering trolley, on-board catering with 2-g rule",4
1.48,23.04,173,0.25,[db_fv],Wuppertal,Duisburg,50.56399999999999,low,0,11,130,achieved,42.28,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",4
6.98,23.27,224,4.62,"[db_fv, blablacar]",Wuppertal,Duisburg,50.56399999999999,low,1,2,596,achieved,283.5,0.8,"2 pieces of hand luggage, 2 free pieces of checked baggage up to 23 kg, additional bags per fee","prepared cold food&drinks, no alcohol + catering trolley, on-board catering with 2-g rule",4
2.97,19.71,224,0.62,"[db_fv, blablacar]",Wuppertal,Duisburg,50.56399999999999,low,1,2,258,achieved,87.74,0.8,"2 pieces of hand luggage, 2 free pieces of checked baggage up to 23 kg, additional bags per fee","prepared cold food&drinks, no alcohol + catering trolley, on-board catering with 2-g rule",4
3.0,26.84,95,1.55,"[db_fv, flixbus]",Wuppertal,Duisburg,50.56399999999999,low,1,12,256,achieved,111.2,0.88,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared own snacks, on-board purshase of low cost snacks&drinks + catering trolley, on-board catering with 2-g rule",4
4.5,18.15,479,2.92,"[db_fv, flixbus, db_fv]",Wuppertal,Duisburg,50.56399999999999,low,1,18,394,achieved,181.34,0.88,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared own snacks, on-board purshase of low cost snacks&drinks + catering trolley, on-board catering with 2-g rule",4
5.57,29.52,95,4.15,"[db_fv, flixbus]",Wuppertal,Duisburg,50.56399999999999,low,1,12,473,achieved,237.56,0.88,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared own snacks, on-board purshase of low cost snacks&drinks + catering trolley, on-board catering with 2-g rule",4
3.98,19.2,364,2.03,"[db_fv, blablacar, db_fv]",Wuppertal,Duisburg,50.56399999999999,low,1,3,347,achieved,146.88,0.8,"2 pieces of hand luggage, 2 free pieces of checked baggage up to 23 kg, additional bags per fee","prepared cold food&drinks, no alcohol + catering trolley, on-board catering with 2-g rule",4
3.34,19.02,366,1.45,"[db_fv, blablacar]",Wuppertal,Duisburg,50.56399999999999,low,1,2,293,achieved,117.07,0.8,"2 pieces of hand luggage, 2 free pieces of checked baggage up to 23 kg, additional bags per fee","prepared cold food&drinks, no alcohol + catering trolley, on-board catering with 2-g rule",4
4.97,18.39,374,2.84,"[db_fv, flixbus, blablacar]",Wuppertal,Duisburg,50.56399999999999,low,1,3,431,achieved,190.88,0.928,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","catering trolley, on-board catering with 2-g rule+ prepared own snacks, on-board purshase of low cost snacks&drinks+ prepared cold food&drinks, no alcohol",4
6.32,16.39,617,4.15,"[db_fv, flixbus, blablacar]",Wuppertal,Duisburg,50.56399999999999,low,1,3,552,achieved,255.89,0.928,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","catering trolley, on-board catering with 2-g rule+ prepared own snacks, on-board purshase of low cost snacks&drinks+ prepared cold food&drinks, no alcohol",4
5.67,19.2,364,3.7,"[db_fv, blablacar, db_fv]",Wuppertal,Duisburg,50.56399999999999,low,1,3,490,achieved,229.0,0.8,"2 pieces of hand luggage, 2 free pieces of checked baggage up to 23 kg, additional bags per fee","prepared cold food&drinks, no alcohol + catering trolley, on-board catering with 2-g rule",4
3.17,23.04,173,1.95,[db_fv],Wuppertal,Duisburg,50.56399999999999,low,0,11,273,achieved,125.13,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",4
1.53,29.05,173,0.42,[db_fv],Wuppertal,Duisburg,50.56399999999999,low,0,11,134,achieved,47.66,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",4
9.46,34.68,0,0.0,"[flixbus, blablacar, db_fv]",Würzburg,München,300.254,moderate,1,3,799,not_achieved,231.2,0.928,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","catering trolley, on-board catering with 2-g rule+ prepared own snacks, on-board purshase of low cost snacks&drinks+ prepared cold food&drinks, no alcohol",1
7.8,41.98,0,0.0,[db_fv],Würzburg,München,300.254,moderate,0,11,659,not_achieved,190.63,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",1
3.8,41.98,0,0.0,[db_fv],Würzburg,München,300.254,moderate,0,11,321,not_achieved,92.87,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",1
3.07,42.6,0,0.0,[db_fv],Würzburg,München,300.254,moderate,0,11,259,not_achieved,75.03,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",1
3.05,42.95,0,0.0,[db_fv],Würzburg,München,300.254,moderate,0,11,258,not_achieved,74.54,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",1
2.8,46.03,0,0.0,[db_fv],Würzburg,München,300.254,moderate,0,11,237,not_achieved,68.43,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",1
2.7,77.06,0,0.0,[db_fv],Würzburg,München,300.254,moderate,0,11,228,not_achieved,65.99,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",1
2.02,81.91,0,0.0,[db_fv],Würzburg,München,300.254,moderate,0,11,171,not_achieved,49.37,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",1
1.93,81.91,0,0.0,[db_fv],Würzburg,München,300.254,moderate,0,11,163,not_achieved,47.17,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",1
2.8,74.33,0,0.0,[db_fv],Würzburg,München,300.254,moderate,0,11,237,not_achieved,68.43,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",1
3.11,83.47,0,0.0,[car],Würzburg,München,277.592,moderate,0,1,263,not_achieved,76.01,0.4,"several hand bags, 6 bags, unlimited weight","prepared own snacks, buying at gas stations",1
5.52,68.43,0,0.0,[db_fv],Würzburg,München,300.254,moderate,0,11,466,not_achieved,134.91,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",1
3.16,59.91,0,0.0,"[flixbus, db_fv]",Würzburg,München,300.254,moderate,1,12,267,not_achieved,77.23,0.88,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared own snacks, on-board purshase of low cost snacks&drinks + catering trolley, on-board catering with 2-g rule",1
8.88,46.03,0,0.0,[db_fv],Würzburg,München,300.254,moderate,0,11,750,not_achieved,217.03,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",1
5.87,42.6,0,0.0,[db_fv],Würzburg,München,300.254,moderate,0,11,496,not_achieved,143.46,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",1
9.46,34.68,572,0.0,"[flixbus, blablacar, db_fv]",Würzburg,München,300.254,moderate,1,3,816,not_achieved,231.2,0.928,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","catering trolley, on-board catering with 2-g rule+ prepared own snacks, on-board purshase of low cost snacks&drinks+ prepared cold food&drinks, no alcohol",1
3.16,59.91,452,0.0,"[flixbus, db_fv]",Würzburg,München,300.254,moderate,1,12,280,not_achieved,77.23,0.88,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared own snacks, on-board purshase of low cost snacks&drinks + catering trolley, on-board catering with 2-g rule",1
4.15,74.33,0,0.0,[db_fv],Würzburg,München,300.254,moderate,0,11,351,not_achieved,101.43,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",1
9.46,34.68,572,2.32,"[flixbus, blablacar, db_fv]",Würzburg,München,300.254,moderate,1,3,816,not_achieved,287.9,0.928,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","catering trolley, on-board catering with 2-g rule+ prepared own snacks, on-board purshase of low cost snacks&drinks+ prepared cold food&drinks, no alcohol",1
3.8,41.98,0,1.12,[db_fv],Würzburg,München,300.254,moderate,0,11,321,not_achieved,120.24,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",1
3.07,42.6,0,0.37,[db_fv],Würzburg,München,300.254,moderate,0,11,259,not_achieved,84.07,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",1
3.05,42.95,0,0.12,[db_fv],Würzburg,München,300.254,moderate,0,11,258,not_achieved,77.47,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",1
2.8,46.03,0,0.18,[db_fv],Würzburg,München,300.254,moderate,0,11,237,not_achieved,72.83,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",1
2.7,77.06,0,0.07,[db_fv],Würzburg,München,300.254,moderate,0,11,228,not_achieved,67.7,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",1
2.8,74.33,0,0.72,[db_fv],Würzburg,München,300.254,moderate,0,11,237,not_achieved,86.03,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",1
3.16,59.91,452,0.46,"[flixbus, db_fv]",Würzburg,München,300.254,moderate,1,12,280,not_achieved,88.47,0.88,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared own snacks, on-board purshase of low cost snacks&drinks + catering trolley, on-board catering with 2-g rule",1
4.32,42.6,0,1.63,[db_fv],Würzburg,München,300.254,moderate,0,11,365,not_achieved,145.42,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",1
4.15,74.33,0,2.0,[db_fv],Würzburg,München,300.254,moderate,0,11,351,not_achieved,150.31,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",1
9.46,37.03,572,1.57,"[flixbus, blablacar, db_fv]",Würzburg,München,300.254,moderate,1,3,816,not_achieved,269.57,0.928,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","catering trolley, on-board catering with 2-g rule+ prepared own snacks, on-board purshase of low cost snacks&drinks+ prepared cold food&drinks, no alcohol",1
3.74,6.08,0,0.0,"[db_fv, flixbus]",Hagen,Bochum,28.85,low,1,12,316,not_achieved,91.41,0.88,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared own snacks, on-board purshase of low cost snacks&drinks + catering trolley, on-board catering with 2-g rule",2
2.74,6.08,0,0.0,"[db_fv, flixbus]",Hagen,Bochum,28.85,low,1,12,232,not_achieved,66.97,0.88,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared own snacks, on-board purshase of low cost snacks&drinks + catering trolley, on-board catering with 2-g rule",2
1.41,6.08,0,0.0,"[db_fv, flixbus]",Hagen,Bochum,28.85,low,1,12,119,not_achieved,34.46,0.88,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared own snacks, on-board purshase of low cost snacks&drinks + catering trolley, on-board catering with 2-g rule",2
0.98,7.27,0,0.0,[db_fv],Hagen,Bochum,28.85,low,0,11,83,not_achieved,23.95,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",2
0.76,7.55,0,0.0,"[db_fv, flixbus]",Hagen,Bochum,28.85,low,1,12,64,not_achieved,18.57,0.88,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared own snacks, on-board purshase of low cost snacks&drinks + catering trolley, on-board catering with 2-g rule",2
0.61,11.33,0,0.0,[car],Hagen,Bochum,39.091,low,0,1,52,not_achieved,14.91,0.4,"several hand bags, 6 bags, unlimited weight","prepared own snacks, buying at gas stations",2
6.66,6.08,0,0.0,"[db_fv, flixbus]",Hagen,Bochum,28.85,low,1,12,563,not_achieved,162.77,0.88,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared own snacks, on-board purshase of low cost snacks&drinks + catering trolley, on-board catering with 2-g rule",2
5.66,6.08,0,0.0,"[db_fv, flixbus]",Hagen,Bochum,28.85,low,1,12,478,not_achieved,138.33,0.88,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared own snacks, on-board purshase of low cost snacks&drinks + catering trolley, on-board catering with 2-g rule",2
2.77,10.18,0,0.0,[db_fv],Hagen,Bochum,28.85,low,0,11,234,not_achieved,67.7,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",2
3.68,7.55,0,0.0,"[db_fv, flixbus]",Hagen,Bochum,28.85,low,1,12,311,not_achieved,89.94,0.88,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared own snacks, on-board purshase of low cost snacks&drinks + catering trolley, on-board catering with 2-g rule",2
1.78,10.18,0,0.0,[db_fv],Hagen,Bochum,28.85,low,0,11,150,not_achieved,43.5,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",2
4.75,8.71,0,0.0,[db_fv],Hagen,Bochum,28.85,low,0,11,401,not_achieved,116.09,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",2
3.74,6.08,317,0.0,"[db_fv, flixbus]",Hagen,Bochum,28.85,low,1,12,325,not_achieved,91.41,0.88,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared own snacks, on-board purshase of low cost snacks&drinks + catering trolley, on-board catering with 2-g rule",2
2.74,6.08,317,0.0,"[db_fv, flixbus]",Hagen,Bochum,28.85,low,1,12,241,not_achieved,66.97,0.88,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared own snacks, on-board purshase of low cost snacks&drinks + catering trolley, on-board catering with 2-g rule",2
1.41,6.08,317,0.0,"[db_fv, flixbus]",Hagen,Bochum,28.85,low,1,12,129,not_achieved,34.46,0.88,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared own snacks, on-board purshase of low cost snacks&drinks + catering trolley, on-board catering with 2-g rule",2
