,routes,origin,destination,origin_gis,destination_gis,path,origin_info,destination_info
95,Duisburg-Düsseldorf,Duisburg,Düsseldorf,"[6.765477000000001, 51.433259]","[6.780067999999999, 51.22422]","[[6.765477000000001, 51.433259], [6.780067999999999, 51.22422]]",https://www.duisburg.de/tourismus/index.php,https://www.duesseldorf-tourismus.de/en
96,Duisburg-Essen,Duisburg,Essen,"[6.765477000000001, 51.433259]","[7.012583, 51.455843]","[[6.765477000000001, 51.433259], [7.012583, 51.455843]]",https://www.duisburg.de/tourismus/index.php,https://www.visitessen.de/startseite_14/Startseite.en.html
97,Duisburg-Erlangen,Duisburg,Erlangen,"[6.765477000000001, 51.433259]","[11.003274000000001, 49.595079999999996]","[[6.765477000000001, 51.433259], [11.003274000000001, 49.595079999999996]]",https://www.duisburg.de/tourismus/index.php,https://www.erlangen.info/schaufenster/tourist-information_erlangen-314/
98,Duisburg-Osnabrück,Duisburg,Osnabrück,"[6.765477000000001, 51.433259]","[8.04205, 52.276920000000004]","[[6.765477000000001, 51.433259], [8.04205, 52.276920000000004]]",https://www.duisburg.de/tourismus/index.php,https://www.osnabrueck.de//english
99,Duisburg-Leipzig,Duisburg,Leipzig,"[6.765477000000001, 51.433259]","[12.377931, 51.338288]","[[6.765477000000001, 51.433259], [12.377931, 51.338288]]",https://www.duisburg.de/tourismus/index.php,https://english.leipzig.de/
100,Duisburg-Würzburg,Duisburg,Würzburg,"[6.765477000000001, 51.433259]","[9.93725, 49.793929999999996]","[[6.765477000000001, 51.433259], [9.93725, 49.793929999999996]]",https://www.duisburg.de/tourismus/index.php,https://www.wuerzburg.de/en/index.html
101,Duisburg-Mannheim,Duisburg,Mannheim,"[6.765477000000001, 51.433259]","[8.466275, 49.48778]","[[6.765477000000001, 51.433259], [8.466275, 49.48778]]",https://www.duisburg.de/tourismus/index.php,https://www.visit-mannheim.de/en
102,Duisburg-Ulm,Duisburg,Ulm,"[6.765477000000001, 51.433259]","[9.990402, 48.398454]","[[6.765477000000001, 51.433259], [9.990402, 48.398454]]",https://www.duisburg.de/tourismus/index.php,https://tourismus.ulm.de/en/
103,Duisburg-Bamberg,Duisburg,Bamberg,"[6.765477000000001, 51.433259]","[10.886786, 49.893387]","[[6.765477000000001, 51.433259], [10.886786, 49.893387]]",https://www.duisburg.de/tourismus/index.php,https://en.bamberg.info/?setLanguage=en
104,Duisburg-Darmstadt,Duisburg,Darmstadt,"[6.765477000000001, 51.433259]","[8.653838, 49.872238]","[[6.765477000000001, 51.433259], [8.653838, 49.872238]]",https://www.duisburg.de/tourismus/index.php,https://www.darmstadt-tourismus.de/en/visit.html
105,Duisburg-Köln,Duisburg,Köln,"[6.765477000000001, 51.433259]","[6.957068, 50.938107]","[[6.765477000000001, 51.433259], [6.957068, 50.938107]]",https://www.duisburg.de/tourismus/index.php,https://www.cologne-tourism.com/
106,Duisburg-Stuttgart,Duisburg,Stuttgart,"[6.765477000000001, 51.433259]","[9.177734, 48.775816999999996]","[[6.765477000000001, 51.433259], [9.177734, 48.775816999999996]]",https://www.duisburg.de/tourismus/index.php,https://www.stuttgart-tourist.de/en
107,Duisburg-Heidelberg,Duisburg,Heidelberg,"[6.765477000000001, 51.433259]","[8.702067, 49.408826]","[[6.765477000000001, 51.433259], [8.702067, 49.408826]]",https://www.duisburg.de/tourismus/index.php,"https://www.heidelberg.de/hd,Len/300652.html"
108,Duisburg-Erfurt,Duisburg,Erfurt,"[6.765477000000001, 51.433259]","[11.027236, 50.977121999999994]","[[6.765477000000001, 51.433259], [11.027236, 50.977121999999994]]",https://www.duisburg.de/tourismus/index.php,https://www.erfurt-tourismus.de/en/
109,Duisburg-Berlin,Duisburg,Berlin,"[6.765477000000001, 51.433259]","[13.405538, 52.517669999999995]","[[6.765477000000001, 51.433259], [13.405538, 52.517669999999995]]",https://www.duisburg.de/tourismus/index.php,https://www.visitberlin.de/en
110,Duisburg-Aachen,Duisburg,Aachen,"[6.765477000000001, 51.433259]","[6.0838, 50.773516]","[[6.765477000000001, 51.433259], [6.0838, 50.773516]]",https://www.duisburg.de/tourismus/index.php,https://www.aachen-tourismus.de/en/
111,Duisburg-Hamburg,Duisburg,Hamburg,"[6.765477000000001, 51.433259]","[9.99697, 53.550678000000005]","[[6.765477000000001, 51.433259], [9.99697, 53.550678000000005]]",https://www.duisburg.de/tourismus/index.php,https://www.hamburg.com/useful-information/11900874/tourist-information/
112,München-Gelsenkirchen,München,Gelsenkirchen,"[11.575997000000001, 48.137683]","[7.096064, 51.510892]","[[11.575997000000001, 48.137683], [7.096064, 51.510892]]",https://www.munich.travel/en,https://www.gelsenkirchen.de/de/freizeit/zu_gast_in_gelsenkirchen/stadt-_und_touristinfo/index.aspx
113,München-Oberhausen,München,Oberhausen,"[11.575997000000001, 48.137683]","[6.852291, 51.470317]","[[11.575997000000001, 48.137683], [6.852291, 51.470317]]",https://www.munich.travel/en,https://www.oberhausen-tourismus.de/en/index.php
114,München-Bonn,München,Bonn,"[11.575997000000001, 48.137683]","[7.099187, 50.734245]","[[11.575997000000001, 48.137683], [7.099187, 50.734245]]",https://www.munich.travel/en,https://www.bonn.de/microsite/en/highlights/tourist-information/tourist-information.php
115,München-Duisburg,München,Duisburg,"[11.575997000000001, 48.137683]","[6.765477000000001, 51.433259]","[[11.575997000000001, 48.137683], [6.765477000000001, 51.433259]]",https://www.munich.travel/en,https://www.duisburg.de/tourismus/index.php
116,München-Bochum,München,Bochum,"[11.575997000000001, 48.137683]","[7.217177, 51.482699]","[[11.575997000000001, 48.137683], [7.217177, 51.482699]]",https://www.munich.travel/en,https://www.bochum-tourismus.de/#c32169
117,München-Solingen,München,Solingen,"[11.575997000000001, 48.137683]","[7.085665, 51.171718]","[[11.575997000000001, 48.137683], [7.085665, 51.171718]]",https://www.munich.travel/en,https://www.solingen.de/marketing/
118,München-Nürnberg,München,Nürnberg,"[11.575997000000001, 48.137683]","[11.075269, 49.450938]","[[11.575997000000001, 48.137683], [11.075269, 49.450938]]",https://www.munich.travel/en,https://tourismus.nuernberg.de/en/
119,München-Karlsruhe,München,Karlsruhe,"[11.575997000000001, 48.137683]","[8.405282000000001, 49.009626000000004]","[[11.575997000000001, 48.137683], [8.405282000000001, 49.009626000000004]]",https://www.munich.travel/en,https://www.karlsruhe-erleben.de/en/media/attractions/Tourist-Information-Karlsruhe#/article/b0956bf3-244e-4dbe-8284-8295333e4237
120,München-Wuppertal,München,Wuppertal,"[11.575997000000001, 48.137683]","[7.195874000000001, 51.271288]","[[11.575997000000001, 48.137683], [7.195874000000001, 51.271288]]",https://www.munich.travel/en,https://www.wuppertal.de/tourismus-freizeit/touristinformationen/index.php?10
121,München-Hagen,München,Hagen,"[11.575997000000001, 48.137683]","[7.4674059999999995, 51.360171]","[[11.575997000000001, 48.137683], [7.4674059999999995, 51.360171]]",https://www.munich.travel/en,https://hagenentdecken.de/
122,München-Dortmund,München,Dortmund,"[11.575997000000001, 48.137683]","[7.4641649999999995, 51.514171000000005]","[[11.575997000000001, 48.137683], [7.4641649999999995, 51.514171000000005]]",https://www.munich.travel/en,https://visit.dortmund.de/en/
123,München-Düsseldorf,München,Düsseldorf,"[11.575997000000001, 48.137683]","[6.780067999999999, 51.22422]","[[11.575997000000001, 48.137683], [6.780067999999999, 51.22422]]",https://www.munich.travel/en,https://www.duesseldorf-tourismus.de/en
124,München-Essen,München,Essen,"[11.575997000000001, 48.137683]","[7.012583, 51.455843]","[[11.575997000000001, 48.137683], [7.012583, 51.455843]]",https://www.munich.travel/en,https://www.visitessen.de/startseite_14/Startseite.en.html
125,München-Erlangen,München,Erlangen,"[11.575997000000001, 48.137683]","[11.003274000000001, 49.595079999999996]","[[11.575997000000001, 48.137683], [11.003274000000001, 49.595079999999996]]",https://www.munich.travel/en,https://www.erlangen.info/schaufenster/tourist-information_erlangen-314/
126,München-Osnabrück,München,Osnabrück,"[11.575997000000001, 48.137683]","[8.04205, 52.276920000000004]","[[11.575997000000001, 48.137683], [8.04205, 52.276920000000004]]",https://www.munich.travel/en,https://www.osnabrueck.de//english
127,München-Leipzig,München,Leipzig,"[11.575997000000001, 48.137683]","[12.377931, 51.338288]","[[11.575997000000001, 48.137683], [12.377931, 51.338288]]",https://www.munich.travel/en,https://english.leipzig.de/
128,München-Würzburg,München,Würzburg,"[11.575997000000001, 48.137683]","[9.93725, 49.793929999999996]","[[11.575997000000001, 48.137683], [9.93725, 49.793929999999996]]",https://www.munich.travel/en,https://www.wuerzburg.de/en/index.html
129,München-Mannheim,München,Mannheim,"[11.575997000000001, 48.137683]","[8.466275, 49.48778]","[[11.575997000000001, 48.137683], [8.466275, 49.48778]]",https://www.munich.travel/en,https://www.visit-mannheim.de/en
130,München-Ulm,München,Ulm,"[11.575997000000001, 48.137683]","[9.990402, 48.398454]","[[11.575997000000001, 48.137683], [9.990402, 48.398454]]",https://www.munich.travel/en,https://tourismus.ulm.de/en/
131,München-Bamberg,München,Bamberg,"[11.575997000000001, 48.137683]","[10.886786, 49.893387]","[[11.575997000000001, 48.137683], [10.886786, 49.893387]]",https://www.munich.travel/en,https://en.bamberg.info/?setLanguage=en
132,München-Darmstadt,München,Darmstadt,"[11.575997000000001, 48.137683]","[8.653838, 49.872238]","[[11.575997000000001, 48.137683], [8.653838, 49.872238]]",https://www.munich.travel/en,https://www.darmstadt-tourismus.de/en/visit.html
133,München-Köln,München,Köln,"[11.575997000000001, 48.137683]","[6.957068, 50.938107]","[[11.575997000000001, 48.137683], [6.957068, 50.938107]]",https://www.munich.travel/en,https://www.cologne-tourism.com/
134,München-Stuttgart,München,Stuttgart,"[11.575997000000001, 48.137683]","[9.177734, 48.775816999999996]","[[11.575997000000001, 48.137683], [9.177734, 48.775816999999996]]",https://www.munich.travel/en,https://www.stuttgart-tourist.de/en
135,München-Heidelberg,München,Heidelberg,"[11.575997000000001, 48.137683]","[8.702067, 49.408826]","[[11.575997000000001, 48.137683], [8.702067, 49.408826]]",https://www.munich.travel/en,"https://www.heidelberg.de/hd,Len/300652.html"
136,München-Erfurt,München,Erfurt,"[11.575997000000001, 48.137683]","[11.027236, 50.977121999999994]","[[11.575997000000001, 48.137683], [11.027236, 50.977121999999994]]",https://www.munich.travel/en,https://www.erfurt-tourismus.de/en/
137,München-Berlin,München,Berlin,"[11.575997000000001, 48.137683]","[13.405538, 52.517669999999995]","[[11.575997000000001, 48.137683], [13.405538, 52.517669999999995]]",https://www.munich.travel/en,https://www.visitberlin.de/en
138,München-Aachen,München,Aachen,"[11.575997000000001, 48.137683]","[6.0838, 50.773516]","[[11.575997000000001, 48.137683], [6.0838, 50.773516]]",https://www.munich.travel/en,https://www.aachen-tourismus.de/en/
139,München-Hamburg,München,Hamburg,"[11.575997000000001, 48.137683]","[9.99697, 53.550678000000005]","[[11.575997000000001, 48.137683], [9.99697, 53.550678000000005]]",https://www.munich.travel/en,https://www.hamburg.com/useful-information/11900874/tourist-information/
140,Bochum-Gelsenkirchen,Bochum,Gelsenkirchen,"[7.217177, 51.482699]","[7.096064, 51.510892]","[[7.217177, 51.482699], [7.096064, 51.510892]]",https://www.bochum-tourismus.de/#c32169,https://www.gelsenkirchen.de/de/freizeit/zu_gast_in_gelsenkirchen/stadt-_und_touristinfo/index.aspx
141,Bochum-Oberhausen,Bochum,Oberhausen,"[7.217177, 51.482699]","[6.852291, 51.470317]","[[7.217177, 51.482699], [6.852291, 51.470317]]",https://www.bochum-tourismus.de/#c32169,https://www.oberhausen-tourismus.de/en/index.php
142,Bochum-Bonn,Bochum,Bonn,"[7.217177, 51.482699]","[7.099187, 50.734245]","[[7.217177, 51.482699], [7.099187, 50.734245]]",https://www.bochum-tourismus.de/#c32169,https://www.bonn.de/microsite/en/highlights/tourist-information/tourist-information.php
143,Bochum-Duisburg,Bochum,Duisburg,"[7.217177, 51.482699]","[6.765477000000001, 51.433259]","[[7.217177, 51.482699], [6.765477000000001, 51.433259]]",https://www.bochum-tourismus.de/#c32169,https://www.duisburg.de/tourismus/index.php
144,Bochum-München,Bochum,München,"[7.217177, 51.482699]","[11.575997000000001, 48.137683]","[[7.217177, 51.482699], [11.575997000000001, 48.137683]]",https://www.bochum-tourismus.de/#c32169,https://www.munich.travel/en
145,Bochum-Solingen,Bochum,Solingen,"[7.217177, 51.482699]","[7.085665, 51.171718]","[[7.217177, 51.482699], [7.085665, 51.171718]]",https://www.bochum-tourismus.de/#c32169,https://www.solingen.de/marketing/
146,Bochum-Nürnberg,Bochum,Nürnberg,"[7.217177, 51.482699]","[11.075269, 49.450938]","[[7.217177, 51.482699], [11.075269, 49.450938]]",https://www.bochum-tourismus.de/#c32169,https://tourismus.nuernberg.de/en/
147,Bochum-Karlsruhe,Bochum,Karlsruhe,"[7.217177, 51.482699]","[8.405282000000001, 49.009626000000004]","[[7.217177, 51.482699], [8.405282000000001, 49.009626000000004]]",https://www.bochum-tourismus.de/#c32169,https://www.karlsruhe-erleben.de/en/media/attractions/Tourist-Information-Karlsruhe#/article/b0956bf3-244e-4dbe-8284-8295333e4237
148,Bochum-Wuppertal,Bochum,Wuppertal,"[7.217177, 51.482699]","[7.195874000000001, 51.271288]","[[7.217177, 51.482699], [7.195874000000001, 51.271288]]",https://www.bochum-tourismus.de/#c32169,https://www.wuppertal.de/tourismus-freizeit/touristinformationen/index.php?10
149,Bochum-Hagen,Bochum,Hagen,"[7.217177, 51.482699]","[7.4674059999999995, 51.360171]","[[7.217177, 51.482699], [7.4674059999999995, 51.360171]]",https://www.bochum-tourismus.de/#c32169,https://hagenentdecken.de/
150,Bochum-Dortmund,Bochum,Dortmund,"[7.217177, 51.482699]","[7.4641649999999995, 51.514171000000005]","[[7.217177, 51.482699], [7.4641649999999995, 51.514171000000005]]",https://www.bochum-tourismus.de/#c32169,https://visit.dortmund.de/en/
151,Bochum-Düsseldorf,Bochum,Düsseldorf,"[7.217177, 51.482699]","[6.780067999999999, 51.22422]","[[7.217177, 51.482699], [6.780067999999999, 51.22422]]",https://www.bochum-tourismus.de/#c32169,https://www.duesseldorf-tourismus.de/en
152,Bochum-Essen,Bochum,Essen,"[7.217177, 51.482699]","[7.012583, 51.455843]","[[7.217177, 51.482699], [7.012583, 51.455843]]",https://www.bochum-tourismus.de/#c32169,https://www.visitessen.de/startseite_14/Startseite.en.html
153,Bochum-Erlangen,Bochum,Erlangen,"[7.217177, 51.482699]","[11.003274000000001, 49.595079999999996]","[[7.217177, 51.482699], [11.003274000000001, 49.595079999999996]]",https://www.bochum-tourismus.de/#c32169,https://www.erlangen.info/schaufenster/tourist-information_erlangen-314/
154,Bochum-Osnabrück,Bochum,Osnabrück,"[7.217177, 51.482699]","[8.04205, 52.276920000000004]","[[7.217177, 51.482699], [8.04205, 52.276920000000004]]",https://www.bochum-tourismus.de/#c32169,https://www.osnabrueck.de//english
155,Bochum-Leipzig,Bochum,Leipzig,"[7.217177, 51.482699]","[12.377931, 51.338288]","[[7.217177, 51.482699], [12.377931, 51.338288]]",https://www.bochum-tourismus.de/#c32169,https://english.leipzig.de/
156,Bochum-Würzburg,Bochum,Würzburg,"[7.217177, 51.482699]","[9.93725, 49.793929999999996]","[[7.217177, 51.482699], [9.93725, 49.793929999999996]]",https://www.bochum-tourismus.de/#c32169,https://www.wuerzburg.de/en/index.html
157,Bochum-Mannheim,Bochum,Mannheim,"[7.217177, 51.482699]","[8.466275, 49.48778]","[[7.217177, 51.482699], [8.466275, 49.48778]]",https://www.bochum-tourismus.de/#c32169,https://www.visit-mannheim.de/en
158,Bochum-Ulm,Bochum,Ulm,"[7.217177, 51.482699]","[9.990402, 48.398454]","[[7.217177, 51.482699], [9.990402, 48.398454]]",https://www.bochum-tourismus.de/#c32169,https://tourismus.ulm.de/en/
159,Bochum-Bamberg,Bochum,Bamberg,"[7.217177, 51.482699]","[10.886786, 49.893387]","[[7.217177, 51.482699], [10.886786, 49.893387]]",https://www.bochum-tourismus.de/#c32169,https://en.bamberg.info/?setLanguage=en
160,Bochum-Darmstadt,Bochum,Darmstadt,"[7.217177, 51.482699]","[8.653838, 49.872238]","[[7.217177, 51.482699], [8.653838, 49.872238]]",https://www.bochum-tourismus.de/#c32169,https://www.darmstadt-tourismus.de/en/visit.html
161,Bochum-Köln,Bochum,Köln,"[7.217177, 51.482699]","[6.957068, 50.938107]","[[7.217177, 51.482699], [6.957068, 50.938107]]",https://www.bochum-tourismus.de/#c32169,https://www.cologne-tourism.com/
162,Bochum-Stuttgart,Bochum,Stuttgart,"[7.217177, 51.482699]","[9.177734, 48.775816999999996]","[[7.217177, 51.482699], [9.177734, 48.775816999999996]]",https://www.bochum-tourismus.de/#c32169,https://www.stuttgart-tourist.de/en
163,Bochum-Heidelberg,Bochum,Heidelberg,"[7.217177, 51.482699]","[8.702067, 49.408826]","[[7.217177, 51.482699], [8.702067, 49.408826]]",https://www.bochum-tourismus.de/#c32169,"https://www.heidelberg.de/hd,Len/300652.html"
164,Bochum-Erfurt,Bochum,Erfurt,"[7.217177, 51.482699]","[11.027236, 50.977121999999994]","[[7.217177, 51.482699], [11.027236, 50.977121999999994]]",https://www.bochum-tourismus.de/#c32169,https://www.erfurt-tourismus.de/en/
165,Bochum-Berlin,Bochum,Berlin,"[7.217177, 51.482699]","[13.405538, 52.517669999999995]","[[7.217177, 51.482699], [13.405538, 52.517669999999995]]",https://www.bochum-tourismus.de/#c32169,https://www.visitberlin.de/en
166,Bochum-Aachen,Bochum,Aachen,"[7.217177, 51.482699]","[6.0838, 50.773516]","[[7.217177, 51.482699], [6.0838, 50.773516]]",https://www.bochum-tourismus.de/#c32169,https://www.aachen-tourismus.de/en/
167,Bochum-Hamburg,Bochum,Hamburg,"[7.217177, 51.482699]","[9.99697, 53.550678000000005]","[[7.217177, 51.482699], [9.99697, 53.550678000000005]]",https://www.bochum-tourismus.de/#c32169,https://www.hamburg.com/useful-information/11900874/tourist-information/
168,Solingen-Gelsenkirchen,Solingen,Gelsenkirchen,"[7.085665, 51.171718]","[7.096064, 51.510892]","[[7.085665, 51.171718], [7.096064, 51.510892]]",https://www.solingen.de/marketing/,https://www.gelsenkirchen.de/de/freizeit/zu_gast_in_gelsenkirchen/stadt-_und_touristinfo/index.aspx
169,Solingen-Oberhausen,Solingen,Oberhausen,"[7.085665, 51.171718]","[6.852291, 51.470317]","[[7.085665, 51.171718], [6.852291, 51.470317]]",https://www.solingen.de/marketing/,https://www.oberhausen-tourismus.de/en/index.php
170,Solingen-Bonn,Solingen,Bonn,"[7.085665, 51.171718]","[7.099187, 50.734245]","[[7.085665, 51.171718], [7.099187, 50.734245]]",https://www.solingen.de/marketing/,https://www.bonn.de/microsite/en/highlights/tourist-information/tourist-information.php
171,Solingen-Duisburg,Solingen,Duisburg,"[7.085665, 51.171718]","[6.765477000000001, 51.433259]","[[7.085665, 51.171718], [6.765477000000001, 51.433259]]",https://www.solingen.de/marketing/,https://www.duisburg.de/tourismus/index.php
172,Solingen-München,Solingen,München,"[7.085665, 51.171718]","[11.575997000000001, 48.137683]","[[7.085665, 51.171718], [11.575997000000001, 48.137683]]",https://www.solingen.de/marketing/,https://www.munich.travel/en
173,Solingen-Bochum,Solingen,Bochum,"[7.085665, 51.171718]","[7.217177, 51.482699]","[[7.085665, 51.171718], [7.217177, 51.482699]]",https://www.solingen.de/marketing/,https://www.bochum-tourismus.de/#c32169
