totaltraveltimeinsec,totalprice,totalnumberofchanges,totalwalkingdistance,totalwaitingtime,objective,finiteautomaton,consideredpreferences,finalsolutionusedlabels,sourcename,targetname
0.7,70.2,3,0,0.0,walkingDistance,all,"[travelTime, price, numberofChanges, walkingDistance]",[db_fv],Darmstadt,Wuppertal
0.9,31.2,3,201,0.0,walkingDistance,all,"[travelTime, price, numberofChanges, walkingDistance]","[flixbus, db_fv]",Darmstadt,Wuppertal
1.0,31.2,1,374,0.0,price,ptOnly,"[travelTime, price, numberofChanges, walkingDistance]","[flixbus, db_fv]",Darmstadt,Wuppertal
0.8,31.2,2,374,0.0,price,ptOnly,"[travelTime, price, numberofChanges, walkingDistance]","[flixbus, db_fv]",Darmstadt,Wuppertal
0.6,36.4,1,176,0.0,price,ptOnly,"[travelTime, price, numberofChanges, walkingDistance]","[blablacar, db_fv]",Darmstadt,Wuppertal
1.0,31.2,2,374,0.0,travelTime,ptOnly,"[travelTime, price, numberofChanges, walkingDistance]","[flixbus, db_fv]",Darmstadt,Wuppertal
1.3,32.2,1,446,0.0,numberofChanges,ptOnly,"[travelTime, price, numberofChanges, walkingDistance]","[flixbus, db_fv]",Darmstadt,Wuppertal
0.9,31.4,1,374,0.0,numberofChanges,ptOnly,"[travelTime, price, numberofChanges, walkingDistance]","[flixbus, db_fv]",Darmstadt,Wuppertal
0.5,73.7,2,0,0.0,numberofChanges,ptOnly,"[travelTime, price, numberofChanges, walkingDistance]",[db_fv],Darmstadt,Wuppertal
1.1,73.3,2,0,0.0,walkingDistance,ptOnly,"[travelTime, price, numberofChanges, walkingDistance]",[db_fv],Darmstadt,Wuppertal
0.7,71.0,2,0,0.0,walkingDistance,ptOnly,"[travelTime, price, numberofChanges, walkingDistance]",[db_fv],Darmstadt,Wuppertal
0.9,31.5,2,201,0.0,walkingDistance,ptOnly,"[travelTime, price, numberofChanges, walkingDistance]","[flixbus, db_fv]",Darmstadt,Wuppertal
1.0,31.2,1,374,0.0,price,noFlights,"[travelTime, price, numberofChanges, walkingDistance]","[flixbus, db_fv]",Darmstadt,Wuppertal
0.8,31.2,2,374,0.0,price,noFlights,"[travelTime, price, numberofChanges, walkingDistance]","[flixbus, db_fv]",Darmstadt,Wuppertal
0.6,36.4,1,176,0.0,price,noFlights,"[travelTime, price, numberofChanges, walkingDistance]","[blablacar, db_fv]",Darmstadt,Wuppertal
1.0,31.2,2,374,0.0,travelTime,noFlights,"[travelTime, price, numberofChanges, walkingDistance]","[flixbus, db_fv]",Darmstadt,Wuppertal
0.7,71.0,2,0,0.0,walkingDistance,noFlights,"[travelTime, price, numberofChanges, walkingDistance]",[db_fv],Darmstadt,Wuppertal
0.9,31.5,2,201,0.0,walkingDistance,noFlights,"[travelTime, price, numberofChanges, walkingDistance]","[flixbus, db_fv]",Darmstadt,Wuppertal
1.0,31.2,2,374,0.3,price,all,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]","[flixbus, db_fv]",Darmstadt,Wuppertal
0.8,31.2,2,374,0.1,price,all,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]","[flixbus, db_fv]",Darmstadt,Wuppertal
0.6,36.4,1,176,0.1,price,all,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]","[blablacar, db_fv]",Darmstadt,Wuppertal
0.6,60.9,1,0,0.0,price,all,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]",[db_fv],Darmstadt,Wuppertal
0.5,63.6,3,0,0.0,price,all,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]",[db_fv],Darmstadt,Wuppertal
0.4,70.2,3,0,0.1,price,all,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]",[db_fv],Darmstadt,Wuppertal
0.4,71.0,3,0,0.1,walkingDistance,all,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]",[db_fv],Darmstadt,Wuppertal
1.0,31.2,1,374,0.3,numberofChanges,all,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]","[flixbus, db_fv]",Darmstadt,Wuppertal
0.5,71.0,2,0,0.2,walkingDistance,all,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]",[db_fv],Darmstadt,Wuppertal
0.6,70.2,3,0,0.2,walkingDistance,all,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]",[db_fv],Darmstadt,Wuppertal
0.9,31.2,3,201,0.2,walkingDistance,all,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]","[flixbus, db_fv]",Darmstadt,Wuppertal
0.9,31.4,1,374,0.0,waitingTime,all,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]","[flixbus, db_fv]",Darmstadt,Wuppertal
0.9,31.2,2,374,0.1,price,all,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]","[flixbus, db_fv]",Darmstadt,Wuppertal
1.0,31.2,1,374,0.3,price,ptOnly,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]","[flixbus, db_fv]",Darmstadt,Wuppertal
0.8,31.2,2,374,0.1,price,ptOnly,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]","[flixbus, db_fv]",Darmstadt,Wuppertal
0.6,36.4,1,176,0.1,price,ptOnly,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]","[blablacar, db_fv]",Darmstadt,Wuppertal
0.6,60.9,1,0,0.0,price,ptOnly,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]",[db_fv],Darmstadt,Wuppertal
0.5,71.0,2,0,0.2,price,ptOnly,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]",[db_fv],Darmstadt,Wuppertal
0.4,73.6,2,0,0.0,price,ptOnly,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]",[db_fv],Darmstadt,Wuppertal
1.0,31.2,2,374,0.3,travelTime,ptOnly,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]","[flixbus, db_fv]",Darmstadt,Wuppertal
1.3,32.2,1,446,0.8,numberofChanges,ptOnly,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]","[flixbus, db_fv]",Darmstadt,Wuppertal
0.9,31.4,1,374,0.0,numberofChanges,ptOnly,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]","[flixbus, db_fv]",Darmstadt,Wuppertal
0.5,73.7,2,0,0.2,numberofChanges,ptOnly,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]",[db_fv],Darmstadt,Wuppertal
0.7,71.0,2,0,0.4,walkingDistance,ptOnly,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]",[db_fv],Darmstadt,Wuppertal
0.9,31.5,2,201,0.0,walkingDistance,ptOnly,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]","[flixbus, db_fv]",Darmstadt,Wuppertal
1.0,31.2,2,374,0.3,price,ptOnly,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]","[flixbus, db_fv]",Darmstadt,Wuppertal
0.9,31.2,2,374,0.1,price,ptOnly,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]","[flixbus, db_fv]",Darmstadt,Wuppertal
1.0,31.2,1,374,0.3,price,noFlights,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]","[flixbus, db_fv]",Darmstadt,Wuppertal
0.8,31.2,2,374,0.1,price,noFlights,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]","[flixbus, db_fv]",Darmstadt,Wuppertal
0.6,36.4,1,176,0.1,price,noFlights,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]","[blablacar, db_fv]",Darmstadt,Wuppertal
0.6,60.9,1,0,0.0,price,noFlights,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]",[db_fv],Darmstadt,Wuppertal
0.5,71.0,2,0,0.2,price,noFlights,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]",[db_fv],Darmstadt,Wuppertal
0.4,73.6,2,0,0.0,price,noFlights,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]",[db_fv],Darmstadt,Wuppertal
0.9,31.5,2,201,0.0,walkingDistance,noFlights,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]","[flixbus, db_fv]",Darmstadt,Wuppertal
0.9,31.4,1,374,0.0,waitingTime,noFlights,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]","[flixbus, db_fv]",Darmstadt,Wuppertal
0.9,31.2,2,374,0.1,price,noFlights,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]","[flixbus, db_fv]",Darmstadt,Wuppertal
1.2,24.7,0,0,0.0,price,all,"[travelTime, price]","[blablacar, flixbus]",Leipzig,Bochum
1.0,27.3,0,0,0.0,price,all,"[travelTime, price]","[blablacar, db_fv]",Leipzig,Bochum
0.9,91.7,0,0,0.0,price,all,"[travelTime, price]","[flixbus, flight, db_fv]",Leipzig,Bochum
0.9,111.9,0,0,0.0,price,all,"[travelTime, price]","[db_fv, flixbus]",Leipzig,Bochum
0.9,114.5,0,0,0.0,price,all,"[travelTime, price]",[db_fv],Leipzig,Bochum
0.9,114.5,0,0,0.0,price,all,"[travelTime, price]",[db_fv],Leipzig,Bochum
0.8,122.4,0,0,0.0,price,all,"[travelTime, price]",[db_fv],Leipzig,Bochum
2.5,24.7,0,0,0.0,price,ptOnly,"[travelTime, price]","[blablacar, flixbus]",Leipzig,Bochum
1.2,24.7,0,0,0.0,price,ptOnly,"[travelTime, price]","[blablacar, flixbus]",Leipzig,Bochum
1.0,27.3,0,0,0.0,price,ptOnly,"[travelTime, price]","[blablacar, db_fv]",Leipzig,Bochum
0.9,91.7,0,0,0.0,price,ptOnly,"[travelTime, price]","[flixbus, flight, db_fv]",Leipzig,Bochum
0.9,114.5,0,0,0.0,price,ptOnly,"[travelTime, price]",[db_fv],Leipzig,Bochum
0.9,114.5,0,0,0.0,price,ptOnly,"[travelTime, price]",[db_fv],Leipzig,Bochum
0.8,122.4,0,0,0.0,price,ptOnly,"[travelTime, price]",[db_fv],Leipzig,Bochum
0.9,111.9,0,0,0.0,travelTime,ptOnly,"[travelTime, price]","[db_fv, flixbus]",Leipzig,Bochum
2.5,24.7,0,0,0.0,price,noFlights,"[travelTime, price]","[blablacar, flixbus]",Leipzig,Bochum
1.2,24.7,0,0,0.0,price,noFlights,"[travelTime, price]","[blablacar, flixbus]",Leipzig,Bochum
1.0,27.3,0,0,0.0,price,noFlights,"[travelTime, price]","[blablacar, db_fv]",Leipzig,Bochum
0.9,110.2,0,0,0.0,price,noFlights,"[travelTime, price]",[db_fv],Leipzig,Bochum
0.9,111.9,0,0,0.0,price,noFlights,"[travelTime, price]","[db_fv, flixbus]",Leipzig,Bochum
0.9,114.5,0,0,0.0,price,noFlights,"[travelTime, price]",[db_fv],Leipzig,Bochum
0.9,114.5,0,0,0.0,price,noFlights,"[travelTime, price]",[db_fv],Leipzig,Bochum
0.8,122.4,0,0,0.0,price,noFlights,"[travelTime, price]",[db_fv],Leipzig,Bochum
1.2,24.7,1,0,0.0,price,all,"[travelTime, price, numberofChanges]","[blablacar, flixbus]",Leipzig,Bochum
1.0,27.3,1,0,0.0,price,all,"[travelTime, price, numberofChanges]","[blablacar, db_fv]",Leipzig,Bochum
0.9,110.2,0,0,0.0,price,all,"[travelTime, price, numberofChanges]",[db_fv],Leipzig,Bochum
0.9,111.9,1,0,0.0,price,all,"[travelTime, price, numberofChanges]","[db_fv, flixbus]",Leipzig,Bochum
0.9,114.5,1,0,0.0,price,all,"[travelTime, price, numberofChanges]",[db_fv],Leipzig,Bochum
0.9,114.5,1,0,0.0,price,all,"[travelTime, price, numberofChanges]",[db_fv],Leipzig,Bochum
0.8,122.4,1,0,0.0,price,all,"[travelTime, price, numberofChanges]",[db_fv],Leipzig,Bochum
0.8,132.4,0,0,0.0,numberofChanges,all,"[travelTime, price, numberofChanges]",[car],Leipzig,Bochum
1.2,36.0,1,0,0.0,numberofChanges,all,"[travelTime, price, numberofChanges]","[db_fv, blablacar]",Leipzig,Bochum
2.5,24.7,1,0,0.0,price,ptOnly,"[travelTime, price, numberofChanges]","[blablacar, flixbus]",Leipzig,Bochum
1.2,24.7,1,0,0.0,price,ptOnly,"[travelTime, price, numberofChanges]","[blablacar, flixbus]",Leipzig,Bochum
1.0,27.3,1,0,0.0,price,ptOnly,"[travelTime, price, numberofChanges]","[blablacar, db_fv]",Leipzig,Bochum
0.9,110.2,0,0,0.0,price,ptOnly,"[travelTime, price, numberofChanges]",[db_fv],Leipzig,Bochum
0.9,111.9,1,0,0.0,price,ptOnly,"[travelTime, price, numberofChanges]","[db_fv, flixbus]",Leipzig,Bochum
0.9,114.5,1,0,0.0,price,ptOnly,"[travelTime, price, numberofChanges]",[db_fv],Leipzig,Bochum
0.9,114.5,1,0,0.0,price,ptOnly,"[travelTime, price, numberofChanges]",[db_fv],Leipzig,Bochum
0.8,122.4,1,0,0.0,price,ptOnly,"[travelTime, price, numberofChanges]",[db_fv],Leipzig,Bochum
1.2,43.3,0,0,0.0,numberofChanges,ptOnly,"[travelTime, price, numberofChanges]",[flixbus],Leipzig,Bochum
1.3,35.9,1,0,0.0,numberofChanges,ptOnly,"[travelTime, price, numberofChanges]","[db_fv, blablacar]",Leipzig,Bochum
2.5,24.7,1,0,0.0,price,noFlights,"[travelTime, price, numberofChanges]","[blablacar, flixbus]",Leipzig,Bochum
1.2,24.7,1,0,0.0,price,noFlights,"[travelTime, price, numberofChanges]","[blablacar, flixbus]",Leipzig,Bochum
1.0,27.3,1,0,0.0,price,noFlights,"[travelTime, price, numberofChanges]","[blablacar, db_fv]",Leipzig,Bochum
0.9,111.9,1,0,0.0,price,noFlights,"[travelTime, price, numberofChanges]","[db_fv, flixbus]",Leipzig,Bochum
0.9,114.5,1,0,0.0,price,noFlights,"[travelTime, price, numberofChanges]",[db_fv],Leipzig,Bochum
0.9,114.5,1,0,0.0,price,noFlights,"[travelTime, price, numberofChanges]",[db_fv],Leipzig,Bochum
0.8,122.4,1,0,0.0,price,noFlights,"[travelTime, price, numberofChanges]",[db_fv],Leipzig,Bochum
0.8,132.4,0,0,0.0,numberofChanges,noFlights,"[travelTime, price, numberofChanges]",[car],Leipzig,Bochum
1.2,43.3,0,0,0.0,numberofChanges,noFlights,"[travelTime, price, numberofChanges]",[flixbus],Leipzig,Bochum
1.3,35.9,1,0,0.0,numberofChanges,noFlights,"[travelTime, price, numberofChanges]","[db_fv, blablacar]",Leipzig,Bochum
1.2,24.7,1,282,0.0,price,all,"[travelTime, price, numberofChanges, walkingDistance]","[blablacar, flixbus]",Leipzig,Bochum
1.0,27.3,1,152,0.0,price,all,"[travelTime, price, numberofChanges, walkingDistance]","[blablacar, db_fv]",Leipzig,Bochum
0.9,118.4,1,0,0.0,walkingDistance,all,"[travelTime, price, numberofChanges, walkingDistance]",[db_fv],Leipzig,Bochum
1.0,116.0,1,0,0.0,walkingDistance,all,"[travelTime, price, numberofChanges, walkingDistance]",[db_fv],Leipzig,Bochum
1.1,114.5,1,0,0.0,walkingDistance,all,"[travelTime, price, numberofChanges, walkingDistance]",[db_fv],Leipzig,Bochum
2.5,24.7,1,282,0.0,price,ptOnly,"[travelTime, price, numberofChanges, walkingDistance]","[blablacar, flixbus]",Leipzig,Bochum
1.2,24.7,1,282,0.0,price,ptOnly,"[travelTime, price, numberofChanges, walkingDistance]","[blablacar, flixbus]",Leipzig,Bochum
1.0,27.3,1,152,0.0,price,ptOnly,"[travelTime, price, numberofChanges, walkingDistance]","[blablacar, db_fv]",Leipzig,Bochum
0.9,111.9,1,317,0.0,price,ptOnly,"[travelTime, price, numberofChanges, walkingDistance]","[db_fv, flixbus]",Leipzig,Bochum
1.2,43.3,0,326,0.0,numberofChanges,ptOnly,"[travelTime, price, numberofChanges, walkingDistance]",[flixbus],Leipzig,Bochum
0.9,203.0,1,0,0.0,numberofChanges,ptOnly,"[travelTime, price, numberofChanges, walkingDistance]",[db_fv],Leipzig,Bochum
0.9,118.4,1,0,0.0,walkingDistance,ptOnly,"[travelTime, price, numberofChanges, walkingDistance]",[db_fv],Leipzig,Bochum
1.0,116.0,1,0,0.0,walkingDistance,ptOnly,"[travelTime, price, numberofChanges, walkingDistance]",[db_fv],Leipzig,Bochum
1.1,114.5,1,0,0.0,walkingDistance,ptOnly,"[travelTime, price, numberofChanges, walkingDistance]",[db_fv],Leipzig,Bochum
2.5,24.7,1,282,0.0,price,noFlights,"[travelTime, price, numberofChanges, walkingDistance]","[blablacar, flixbus]",Leipzig,Bochum
1.2,24.7,1,282,0.0,price,noFlights,"[travelTime, price, numberofChanges, walkingDistance]","[blablacar, flixbus]",Leipzig,Bochum
1.0,27.3,1,152,0.0,price,noFlights,"[travelTime, price, numberofChanges, walkingDistance]","[blablacar, db_fv]",Leipzig,Bochum
0.9,118.4,1,0,0.0,walkingDistance,noFlights,"[travelTime, price, numberofChanges, walkingDistance]",[db_fv],Leipzig,Bochum
1.0,116.0,1,0,0.0,walkingDistance,noFlights,"[travelTime, price, numberofChanges, walkingDistance]",[db_fv],Leipzig,Bochum
1.1,114.5,1,0,0.0,walkingDistance,noFlights,"[travelTime, price, numberofChanges, walkingDistance]",[db_fv],Leipzig,Bochum
1.2,24.7,1,282,0.3,price,all,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]","[blablacar, flixbus]",Leipzig,Bochum
1.0,27.3,1,152,0.1,price,all,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]","[blablacar, db_fv]",Leipzig,Bochum
0.9,114.5,1,0,0.0,price,all,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]",[db_fv],Leipzig,Bochum
0.9,114.5,1,0,0.0,price,all,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]",[db_fv],Leipzig,Bochum
0.8,122.4,1,0,0.0,price,all,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]",[db_fv],Leipzig,Bochum
0.9,118.4,1,0,0.1,walkingDistance,all,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]",[db_fv],Leipzig,Bochum
1.0,116.0,1,0,0.1,walkingDistance,all,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]",[db_fv],Leipzig,Bochum
1.1,114.5,1,0,0.3,walkingDistance,all,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]",[db_fv],Leipzig,Bochum
2.5,24.7,1,282,1.6,price,ptOnly,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]","[blablacar, flixbus]",Leipzig,Bochum
1.2,24.7,1,282,0.3,price,ptOnly,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]","[blablacar, flixbus]",Leipzig,Bochum
1.0,27.3,1,152,0.1,price,ptOnly,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]","[blablacar, db_fv]",Leipzig,Bochum
0.9,111.9,1,317,0.0,price,ptOnly,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]","[db_fv, flixbus]",Leipzig,Bochum
0.9,114.5,1,0,0.0,price,ptOnly,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]",[db_fv],Leipzig,Bochum
0.9,114.5,1,0,0.0,price,ptOnly,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]",[db_fv],Leipzig,Bochum
0.8,122.4,1,0,0.0,price,ptOnly,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]",[db_fv],Leipzig,Bochum
0.9,203.0,1,0,0.0,numberofChanges,ptOnly,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]",[db_fv],Leipzig,Bochum
0.9,118.4,1,0,0.1,walkingDistance,ptOnly,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]",[db_fv],Leipzig,Bochum
1.0,116.0,1,0,0.1,walkingDistance,ptOnly,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]",[db_fv],Leipzig,Bochum
1.1,114.5,1,0,0.3,walkingDistance,ptOnly,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]",[db_fv],Leipzig,Bochum
1.1,36.1,1,326,0.0,waitingTime,ptOnly,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]",[flixbus],Leipzig,Bochum
2.5,24.7,1,282,1.6,price,noFlights,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]","[blablacar, flixbus]",Leipzig,Bochum
1.2,24.7,1,282,0.3,price,noFlights,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]","[blablacar, flixbus]",Leipzig,Bochum
1.0,27.3,1,152,0.1,price,noFlights,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]","[blablacar, db_fv]",Leipzig,Bochum
0.9,114.5,1,0,0.0,price,noFlights,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]",[db_fv],Leipzig,Bochum
0.9,114.5,1,0,0.0,price,noFlights,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]",[db_fv],Leipzig,Bochum
0.8,122.4,1,0,0.0,price,noFlights,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]",[db_fv],Leipzig,Bochum
0.9,118.4,1,0,0.1,walkingDistance,noFlights,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]",[db_fv],Leipzig,Bochum
1.0,116.0,1,0,0.1,walkingDistance,noFlights,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]",[db_fv],Leipzig,Bochum
1.1,114.5,1,0,0.3,walkingDistance,noFlights,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]",[db_fv],Leipzig,Bochum
0.5,3.7,0,0,0.0,price,all,"[travelTime, price]","[db_fv, flixbus]",Bochum,Oberhausen
0.4,4.0,0,0,0.0,price,all,"[travelTime, price]",[flixbus],Bochum,Oberhausen
0.2,4.9,0,0,0.0,price,all,"[travelTime, price]","[db_fv, flixbus]",Bochum,Oberhausen
0.2,7.6,0,0,0.0,price,all,"[travelTime, price]","[flixbus, db_fv]",Bochum,Oberhausen
0.2,7.6,0,0,0.0,price,all,"[travelTime, price]","[flixbus, db_fv]",Bochum,Oberhausen
0.1,9.2,0,0,0.0,price,all,"[travelTime, price]",[car],Bochum,Oberhausen
0.5,3.7,0,0,0.0,price,ptOnly,"[travelTime, price]","[db_fv, flixbus]",Bochum,Oberhausen
0.4,4.0,0,0,0.0,price,ptOnly,"[travelTime, price]",[flixbus],Bochum,Oberhausen
0.2,4.9,0,0,0.0,price,ptOnly,"[travelTime, price]","[db_fv, flixbus]",Bochum,Oberhausen
0.2,7.6,0,0,0.0,price,ptOnly,"[travelTime, price]","[flixbus, db_fv]",Bochum,Oberhausen
0.2,7.6,0,0,0.0,price,ptOnly,"[travelTime, price]","[flixbus, db_fv]",Bochum,Oberhausen
0.1,9.9,0,0,0.0,price,ptOnly,"[travelTime, price]",[db_fv],Bochum,Oberhausen
0.1,9.9,0,0,0.0,price,ptOnly,"[travelTime, price]",[db_fv],Bochum,Oberhausen
0.1,9.9,0,0,0.0,price,ptOnly,"[travelTime, price]",[db_fv],Bochum,Oberhausen
0.5,3.7,0,0,0.0,price,noFlights,"[travelTime, price]","[db_fv, flixbus]",Bochum,Oberhausen
0.4,4.0,0,0,0.0,price,noFlights,"[travelTime, price]",[flixbus],Bochum,Oberhausen
0.2,4.9,0,0,0.0,price,noFlights,"[travelTime, price]","[db_fv, flixbus]",Bochum,Oberhausen
0.2,7.6,0,0,0.0,price,noFlights,"[travelTime, price]","[flixbus, db_fv]",Bochum,Oberhausen
0.2,7.6,0,0,0.0,price,noFlights,"[travelTime, price]","[flixbus, db_fv]",Bochum,Oberhausen
0.1,9.2,0,0,0.0,price,noFlights,"[travelTime, price]",[car],Bochum,Oberhausen
0.5,3.7,1,0,0.0,price,all,"[travelTime, price, numberofChanges]","[db_fv, flixbus]",Bochum,Oberhausen
0.4,4.0,1,0,0.0,price,all,"[travelTime, price, numberofChanges]",[flixbus],Bochum,Oberhausen
0.2,4.9,1,0,0.0,price,all,"[travelTime, price, numberofChanges]","[db_fv, flixbus]",Bochum,Oberhausen
0.5,3.7,1,0,0.0,price,ptOnly,"[travelTime, price, numberofChanges]","[db_fv, flixbus]",Bochum,Oberhausen
0.4,4.0,1,0,0.0,price,ptOnly,"[travelTime, price, numberofChanges]",[flixbus],Bochum,Oberhausen
0.2,4.9,1,0,0.0,price,ptOnly,"[travelTime, price, numberofChanges]","[db_fv, flixbus]",Bochum,Oberhausen
0.1,9.9,1,0,0.0,price,ptOnly,"[travelTime, price, numberofChanges]",[db_fv],Bochum,Oberhausen
0.1,9.9,1,0,0.0,price,ptOnly,"[travelTime, price, numberofChanges]",[db_fv],Bochum,Oberhausen
0.1,9.9,1,0,0.0,price,ptOnly,"[travelTime, price, numberofChanges]",[db_fv],Bochum,Oberhausen
0.5,4.9,1,0,0.0,numberofChanges,ptOnly,"[travelTime, price, numberofChanges]","[db_fv, flixbus]",Bochum,Oberhausen
0.5,3.7,1,0,0.0,price,noFlights,"[travelTime, price, numberofChanges]","[db_fv, flixbus]",Bochum,Oberhausen
0.4,4.0,1,0,0.0,price,noFlights,"[travelTime, price, numberofChanges]",[flixbus],Bochum,Oberhausen
0.2,4.9,1,0,0.0,price,noFlights,"[travelTime, price, numberofChanges]","[db_fv, flixbus]",Bochum,Oberhausen
0.5,3.7,1,243,0.0,price,all,"[travelTime, price, numberofChanges, walkingDistance]","[db_fv, flixbus]",Bochum,Oberhausen
0.2,4.9,1,243,0.0,price,all,"[travelTime, price, numberofChanges, walkingDistance]","[db_fv, flixbus]",Bochum,Oberhausen
0.4,7.2,1,0,0.0,walkingDistance,all,"[travelTime, price, numberofChanges, walkingDistance]",[db_fv],Bochum,Oberhausen
0.3,6.5,1,224,0.0,walkingDistance,all,"[travelTime, price, numberofChanges, walkingDistance]","[blablacar, db_fv]",Bochum,Oberhausen
0.5,3.7,1,243,0.0,price,ptOnly,"[travelTime, price, numberofChanges, walkingDistance]","[db_fv, flixbus]",Bochum,Oberhausen
0.2,4.9,1,243,0.0,price,ptOnly,"[travelTime, price, numberofChanges, walkingDistance]","[db_fv, flixbus]",Bochum,Oberhausen
0.5,4.9,1,243,0.0,numberofChanges,ptOnly,"[travelTime, price, numberofChanges, walkingDistance]","[db_fv, flixbus]",Bochum,Oberhausen
0.4,7.2,1,0,0.0,walkingDistance,ptOnly,"[travelTime, price, numberofChanges, walkingDistance]",[db_fv],Bochum,Oberhausen
0.3,6.5,1,224,0.0,walkingDistance,ptOnly,"[travelTime, price, numberofChanges, walkingDistance]","[blablacar, db_fv]",Bochum,Oberhausen
0.5,3.7,1,243,0.0,price,noFlights,"[travelTime, price, numberofChanges, walkingDistance]","[db_fv, flixbus]",Bochum,Oberhausen
0.2,4.9,1,243,0.0,price,noFlights,"[travelTime, price, numberofChanges, walkingDistance]","[db_fv, flixbus]",Bochum,Oberhausen
0.4,7.2,1,0,0.0,walkingDistance,noFlights,"[travelTime, price, numberofChanges, walkingDistance]",[db_fv],Bochum,Oberhausen
0.3,6.5,1,224,0.0,walkingDistance,noFlights,"[travelTime, price, numberofChanges, walkingDistance]","[blablacar, db_fv]",Bochum,Oberhausen
0.5,3.7,1,243,0.4,price,all,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]","[db_fv, flixbus]",Bochum,Oberhausen
0.2,4.9,1,243,0.1,price,all,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]","[db_fv, flixbus]",Bochum,Oberhausen
0.4,7.2,1,0,0.3,walkingDistance,all,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]",[db_fv],Bochum,Oberhausen
0.3,6.5,1,224,0.1,walkingDistance,all,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]","[blablacar, db_fv]",Bochum,Oberhausen
0.5,3.7,1,243,0.4,price,ptOnly,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]","[db_fv, flixbus]",Bochum,Oberhausen
0.2,4.9,1,243,0.1,price,ptOnly,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]","[db_fv, flixbus]",Bochum,Oberhausen
