totaltraveltimeinsec,totalprice,totalnumberofchanges,totalwalkingdistance,totalwaitingtime,objective,finiteautomaton,consideredpreferences,finalsolutionusedlabels,sourcename,targetname
0.8,97.0,1,0,0.0,walkingDistance,all,"[travelTime, price, numberofChanges, walkingDistance]",[db_fv],Ulm,Bonn
0.9,87.3,1,0,0.0,travelTime,ptOnly,"[travelTime, price, numberofChanges, walkingDistance]",[db_fv],Ulm,Bonn
0.8,97.0,1,0,0.0,walkingDistance,ptOnly,"[travelTime, price, numberofChanges, walkingDistance]",[db_fv],Ulm,Bonn
0.9,87.3,1,0,0.0,travelTime,noFlights,"[travelTime, price, numberofChanges, walkingDistance]",[db_fv],Ulm,Bonn
0.8,97.0,1,0,0.0,walkingDistance,noFlights,"[travelTime, price, numberofChanges, walkingDistance]",[db_fv],Ulm,Bonn
0.8,88.5,1,0,0.1,price,all,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]",[db_fv],Ulm,Bonn
0.8,97.0,1,0,0.1,walkingDistance,all,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]",[db_fv],Ulm,Bonn
0.8,95.4,1,0,0.1,walkingDistance,all,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]",[db_fv],Ulm,Bonn
0.8,97.2,1,0,0.1,walkingDistance,all,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]",[db_fv],Ulm,Bonn
0.8,88.5,1,0,0.1,price,ptOnly,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]",[db_fv],Ulm,Bonn
0.8,97.0,1,0,0.1,walkingDistance,ptOnly,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]",[db_fv],Ulm,Bonn
0.8,93.4,2,0,0.2,walkingDistance,ptOnly,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]",[db_fv],Ulm,Bonn
0.8,93.4,2,0,0.2,walkingDistance,ptOnly,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]",[db_fv],Ulm,Bonn
0.8,97.2,1,0,0.1,walkingDistance,ptOnly,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]",[db_fv],Ulm,Bonn
0.8,95.4,1,0,0.1,walkingDistance,ptOnly,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]",[db_fv],Ulm,Bonn
0.8,88.5,1,0,0.1,price,noFlights,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]",[db_fv],Ulm,Bonn
0.8,97.0,1,0,0.1,walkingDistance,noFlights,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]",[db_fv],Ulm,Bonn
0.8,101.4,1,0,0.2,walkingDistance,noFlights,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]",[db_fv],Ulm,Bonn
0.8,93.4,2,0,0.2,walkingDistance,noFlights,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]",[db_fv],Ulm,Bonn
0.8,93.4,2,0,0.2,walkingDistance,noFlights,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]",[db_fv],Ulm,Bonn
0.8,97.2,1,0,0.1,walkingDistance,noFlights,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]",[db_fv],Ulm,Bonn
0.8,95.4,1,0,0.1,walkingDistance,noFlights,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]",[db_fv],Ulm,Bonn
1.0,32.5,1,439,0.0,numberofChanges,all,"[travelTime, price, numberofChanges, walkingDistance]","[flixbus, db_fv]",Heidelberg,Bochum
0.8,104.9,2,0,0.0,travelTime,ptOnly,"[travelTime, price, numberofChanges, walkingDistance]",[db_fv],Heidelberg,Bochum
1.2,90.8,2,0,0.0,travelTime,ptOnly,"[travelTime, price, numberofChanges, walkingDistance]",[db_fv],Heidelberg,Bochum
0.8,28.1,1,383,0.0,travelTime,ptOnly,"[travelTime, price, numberofChanges, walkingDistance]","[blablacar, db_fv]",Heidelberg,Bochum
1.0,104.9,2,0,0.0,price,ptOnly,"[travelTime, price, numberofChanges, walkingDistance]",[db_fv],Heidelberg,Bochum
0.7,97.2,2,632,0.0,numberofChanges,ptOnly,"[travelTime, price, numberofChanges, walkingDistance]","[flixbus, db_fv]",Heidelberg,Bochum
1.5,37.6,1,273,0.0,numberofChanges,ptOnly,"[travelTime, price, numberofChanges, walkingDistance]","[blablacar, db_fv]",Heidelberg,Bochum
1.1,32.5,1,439,0.0,numberofChanges,ptOnly,"[travelTime, price, numberofChanges, walkingDistance]","[flixbus, db_fv]",Heidelberg,Bochum
1.0,32.5,1,439,0.0,numberofChanges,ptOnly,"[travelTime, price, numberofChanges, walkingDistance]","[flixbus, db_fv]",Heidelberg,Bochum
1.6,25.8,2,640,0.0,numberofChanges,ptOnly,"[travelTime, price, numberofChanges, walkingDistance]","[blablacar, db_fv, flixbus]",Heidelberg,Bochum
0.8,28.1,1,383,0.0,travelTime,noFlights,"[travelTime, price, numberofChanges, walkingDistance]","[blablacar, db_fv]",Heidelberg,Bochum
1.5,37.6,1,273,0.0,walkingDistance,noFlights,"[travelTime, price, numberofChanges, walkingDistance]","[blablacar, db_fv]",Heidelberg,Bochum
1.0,32.5,1,439,0.0,price,all,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]","[flixbus, db_fv]",Heidelberg,Bochum
0.8,104.9,2,0,0.2,travelTime,ptOnly,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]",[db_fv],Heidelberg,Bochum
1.2,90.8,2,0,0.4,travelTime,ptOnly,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]",[db_fv],Heidelberg,Bochum
0.8,28.1,1,383,0.1,travelTime,ptOnly,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]","[blablacar, db_fv]",Heidelberg,Bochum
1.0,104.9,2,0,0.4,price,ptOnly,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]",[db_fv],Heidelberg,Bochum
1.2,129.4,2,0,0.2,price,ptOnly,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]",[db_fv],Heidelberg,Bochum
1.2,136.8,2,0,0.2,price,ptOnly,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]",[db_fv],Heidelberg,Bochum
0.7,100.0,2,632,0.1,numberofChanges,ptOnly,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]","[flixbus, db_fv]",Heidelberg,Bochum
0.7,97.2,2,632,0.2,numberofChanges,ptOnly,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]","[flixbus, db_fv]",Heidelberg,Bochum
1.5,37.6,1,273,0.9,numberofChanges,ptOnly,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]","[blablacar, db_fv]",Heidelberg,Bochum
1.1,32.5,1,439,0.1,numberofChanges,ptOnly,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]","[flixbus, db_fv]",Heidelberg,Bochum
1.6,25.8,2,640,0.8,numberofChanges,ptOnly,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]","[blablacar, db_fv, flixbus]",Heidelberg,Bochum
1.5,31.3,1,439,0.5,numberofChanges,ptOnly,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]","[flixbus, db_fv]",Heidelberg,Bochum
1.2,122.4,2,0,0.4,walkingDistance,ptOnly,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]",[db_fv],Heidelberg,Bochum
0.8,28.1,1,383,0.1,travelTime,noFlights,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]","[blablacar, db_fv]",Heidelberg,Bochum
1.0,32.5,1,439,0.0,price,noFlights,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]","[flixbus, db_fv]",Heidelberg,Bochum
1.5,37.6,1,273,0.9,walkingDistance,noFlights,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]","[blablacar, db_fv]",Heidelberg,Bochum
0.4,17.6,1,0,0.0,price,ptOnly,"[travelTime, price, numberofChanges]","[flixbus, db_fv]",Essen,Solingen
0.3,17.6,1,0,0.0,price,ptOnly,"[travelTime, price, numberofChanges]","[flixbus, db_fv]",Essen,Solingen
0.2,22.5,1,0,0.0,price,ptOnly,"[travelTime, price, numberofChanges]",[db_fv],Essen,Solingen
0.2,24.8,1,0,0.0,numberofChanges,ptOnly,"[travelTime, price, numberofChanges]",[db_fv],Essen,Solingen
0.4,18.3,2,108,0.0,numberofChanges,ptOnly,"[travelTime, price, numberofChanges, walkingDistance]","[db_fv, flixbus, db_fv]",Essen,Solingen
0.6,18.3,2,108,0.0,numberofChanges,ptOnly,"[travelTime, price, numberofChanges, walkingDistance]","[db_fv, flixbus, db_fv]",Essen,Solingen
0.5,22.0,2,0,0.0,walkingDistance,ptOnly,"[travelTime, price, numberofChanges, walkingDistance]",[db_fv],Essen,Solingen
0.4,22.0,2,0,0.0,walkingDistance,ptOnly,"[travelTime, price, numberofChanges, walkingDistance]",[db_fv],Essen,Solingen
0.2,24.8,1,0,0.1,numberofChanges,ptOnly,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]",[db_fv],Essen,Solingen
0.9,85.2,1,408,0.0,numberofChanges,all,"[travelTime, price, numberofChanges, walkingDistance]","[flixbus, db_fv]",Hamburg,Wuppertal
0.9,85.2,1,408,0.0,numberofChanges,ptOnly,"[travelTime, price, numberofChanges, walkingDistance]","[flixbus, db_fv]",Hamburg,Wuppertal
0.9,85.2,1,408,0.0,numberofChanges,noFlights,"[travelTime, price, numberofChanges, walkingDistance]","[flixbus, db_fv]",Hamburg,Wuppertal
0.7,85.2,1,126,0.2,travelTime,all,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]","[flixbus, db_fv]",Hamburg,Wuppertal
0.9,85.2,1,408,0.2,numberofChanges,all,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]","[flixbus, db_fv]",Hamburg,Wuppertal
0.7,85.2,1,126,0.2,travelTime,ptOnly,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]","[flixbus, db_fv]",Hamburg,Wuppertal
0.9,85.2,1,408,0.2,numberofChanges,ptOnly,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]","[flixbus, db_fv]",Hamburg,Wuppertal
0.7,85.2,1,126,0.2,travelTime,noFlights,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]","[flixbus, db_fv]",Hamburg,Wuppertal
0.9,85.2,1,408,0.2,numberofChanges,noFlights,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]","[flixbus, db_fv]",Hamburg,Wuppertal
0.6,26.9,1,0,0.0,numberofChanges,all,"[travelTime, price, numberofChanges]","[blablacar, db_fv]",Heidelberg,Duisburg
0.6,89.2,2,0,0.0,numberofChanges,all,"[travelTime, price, numberofChanges]","[flixbus, db_fv]",Heidelberg,Duisburg
0.6,26.9,1,0,0.0,numberofChanges,noFlights,"[travelTime, price, numberofChanges]","[blablacar, db_fv]",Heidelberg,Duisburg
0.6,89.2,2,0,0.0,numberofChanges,noFlights,"[travelTime, price, numberofChanges]","[flixbus, db_fv]",Heidelberg,Duisburg
1.2,82.8,2,173,0.0,travelTime,all,"[travelTime, price, numberofChanges, walkingDistance]",[db_fv],Heidelberg,Duisburg
1.3,39.6,2,405,0.0,travelTime,all,"[travelTime, price, numberofChanges, walkingDistance]",[flixbus],Heidelberg,Duisburg
0.7,25.0,1,447,0.0,price,all,"[travelTime, price, numberofChanges, walkingDistance]","[blablacar, db_fv]",Heidelberg,Duisburg
1.5,43.2,1,405,0.0,price,all,"[travelTime, price, numberofChanges, walkingDistance]",[flixbus],Heidelberg,Duisburg
0.6,26.9,1,447,0.0,numberofChanges,all,"[travelTime, price, numberofChanges, walkingDistance]","[blablacar, db_fv]",Heidelberg,Duisburg
0.6,89.2,2,805,0.0,numberofChanges,all,"[travelTime, price, numberofChanges, walkingDistance]","[flixbus, db_fv]",Heidelberg,Duisburg
1.1,26.9,1,447,0.0,numberofChanges,all,"[travelTime, price, numberofChanges, walkingDistance]","[blablacar, db_fv]",Heidelberg,Duisburg
0.7,94.2,2,173,0.0,travelTime,ptOnly,"[travelTime, price, numberofChanges, walkingDistance]",[db_fv],Heidelberg,Duisburg
1.3,39.6,2,405,0.0,travelTime,ptOnly,"[travelTime, price, numberofChanges, walkingDistance]",[flixbus],Heidelberg,Duisburg
0.7,25.0,1,447,0.0,price,ptOnly,"[travelTime, price, numberofChanges, walkingDistance]","[blablacar, db_fv]",Heidelberg,Duisburg
0.9,94.2,2,173,0.0,price,ptOnly,"[travelTime, price, numberofChanges, walkingDistance]",[db_fv],Heidelberg,Duisburg
0.6,89.2,2,805,0.0,numberofChanges,ptOnly,"[travelTime, price, numberofChanges, walkingDistance]","[flixbus, db_fv]",Heidelberg,Duisburg
0.9,26.9,1,447,0.0,numberofChanges,ptOnly,"[travelTime, price, numberofChanges, walkingDistance]","[blablacar, db_fv]",Heidelberg,Duisburg
1.3,46.2,2,419,0.0,numberofChanges,ptOnly,"[travelTime, price, numberofChanges, walkingDistance]","[blablacar, db_fv]",Heidelberg,Duisburg
0.9,107.0,2,173,0.0,numberofChanges,ptOnly,"[travelTime, price, numberofChanges, walkingDistance]",[db_fv],Heidelberg,Duisburg
0.8,137.7,2,286,0.0,numberofChanges,ptOnly,"[travelTime, price, numberofChanges, walkingDistance]","[db_fv, flixbus, db_fv]",Heidelberg,Duisburg
1.2,82.8,2,173,0.0,travelTime,noFlights,"[travelTime, price, numberofChanges, walkingDistance]",[db_fv],Heidelberg,Duisburg
1.3,39.6,2,405,0.0,travelTime,noFlights,"[travelTime, price, numberofChanges, walkingDistance]",[flixbus],Heidelberg,Duisburg
0.7,25.0,1,447,0.0,price,noFlights,"[travelTime, price, numberofChanges, walkingDistance]","[blablacar, db_fv]",Heidelberg,Duisburg
1.5,43.2,1,405,0.0,price,noFlights,"[travelTime, price, numberofChanges, walkingDistance]",[flixbus],Heidelberg,Duisburg
0.6,26.9,1,447,0.0,numberofChanges,noFlights,"[travelTime, price, numberofChanges, walkingDistance]","[blablacar, db_fv]",Heidelberg,Duisburg
0.6,89.2,2,805,0.0,numberofChanges,noFlights,"[travelTime, price, numberofChanges, walkingDistance]","[flixbus, db_fv]",Heidelberg,Duisburg
1.1,26.9,1,447,0.0,numberofChanges,noFlights,"[travelTime, price, numberofChanges, walkingDistance]","[blablacar, db_fv]",Heidelberg,Duisburg
1.2,82.8,2,173,0.4,travelTime,all,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]",[db_fv],Heidelberg,Duisburg
1.3,39.6,2,405,0.1,travelTime,all,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]",[flixbus],Heidelberg,Duisburg
0.6,67.4,1,805,0.0,travelTime,all,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]","[flixbus, db_fv]",Heidelberg,Duisburg
0.7,25.0,1,447,0.1,price,all,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]","[blablacar, db_fv]",Heidelberg,Duisburg
1.5,43.2,1,405,0.2,price,all,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]",[flixbus],Heidelberg,Duisburg
0.6,26.9,1,447,0.0,numberofChanges,all,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]","[blablacar, db_fv]",Heidelberg,Duisburg
0.6,89.2,2,805,0.1,numberofChanges,all,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]","[flixbus, db_fv]",Heidelberg,Duisburg
1.1,26.9,1,447,0.5,numberofChanges,all,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]","[blablacar, db_fv]",Heidelberg,Duisburg
0.7,94.2,2,173,0.2,travelTime,ptOnly,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]",[db_fv],Heidelberg,Duisburg
1.3,39.6,2,405,0.1,travelTime,ptOnly,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]",[flixbus],Heidelberg,Duisburg
0.6,67.4,1,805,0.0,travelTime,ptOnly,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]","[flixbus, db_fv]",Heidelberg,Duisburg
0.7,25.0,1,447,0.1,price,ptOnly,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]","[blablacar, db_fv]",Heidelberg,Duisburg
0.9,94.2,2,173,0.4,price,ptOnly,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]",[db_fv],Heidelberg,Duisburg
1.1,121.3,2,173,0.2,price,ptOnly,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]",[db_fv],Heidelberg,Duisburg
0.9,121.4,2,173,0.2,price,ptOnly,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]",[db_fv],Heidelberg,Duisburg
1.1,128.8,2,173,0.2,price,ptOnly,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]",[db_fv],Heidelberg,Duisburg
0.6,92.0,2,805,0.1,numberofChanges,ptOnly,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]","[flixbus, db_fv]",Heidelberg,Duisburg
0.6,89.2,2,805,0.1,numberofChanges,ptOnly,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]","[flixbus, db_fv]",Heidelberg,Duisburg
0.9,26.9,1,447,0.3,numberofChanges,ptOnly,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]","[blablacar, db_fv]",Heidelberg,Duisburg
1.3,46.2,2,419,0.6,numberofChanges,ptOnly,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]","[blablacar, db_fv]",Heidelberg,Duisburg
0.9,107.0,2,173,0.3,numberofChanges,ptOnly,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]",[db_fv],Heidelberg,Duisburg
0.8,137.7,2,286,0.1,numberofChanges,ptOnly,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]","[db_fv, flixbus, db_fv]",Heidelberg,Duisburg
0.9,135.6,2,173,0.1,numberofChanges,ptOnly,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]",[db_fv],Heidelberg,Duisburg
1.2,82.8,2,173,0.4,travelTime,noFlights,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]",[db_fv],Heidelberg,Duisburg
1.3,39.6,2,405,0.1,travelTime,noFlights,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]",[flixbus],Heidelberg,Duisburg
0.6,67.4,1,805,0.0,travelTime,noFlights,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]","[flixbus, db_fv]",Heidelberg,Duisburg
0.7,25.0,1,447,0.1,price,noFlights,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]","[blablacar, db_fv]",Heidelberg,Duisburg
1.5,43.2,1,405,0.2,price,noFlights,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]",[flixbus],Heidelberg,Duisburg
0.6,26.9,1,447,0.0,numberofChanges,noFlights,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]","[blablacar, db_fv]",Heidelberg,Duisburg
0.6,89.2,2,805,0.1,numberofChanges,noFlights,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]","[flixbus, db_fv]",Heidelberg,Duisburg
1.1,26.9,1,447,0.5,numberofChanges,noFlights,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]","[blablacar, db_fv]",Heidelberg,Duisburg
0.9,61.5,2,378,0.0,travelTime,ptOnly,"[travelTime, price, numberofChanges, walkingDistance]","[db_fv, flixbus, db_fv]",Karlsruhe,Bamberg
1.1,72.7,2,330,0.0,travelTime,ptOnly,"[travelTime, price, numberofChanges, walkingDistance]","[db_fv, flixbus]",Karlsruhe,Bamberg
1.0,42.5,2,409,0.0,travelTime,ptOnly,"[travelTime, price, numberofChanges, walkingDistance]","[flixbus, db_fv]",Karlsruhe,Bamberg
1.0,34.7,2,409,0.0,travelTime,ptOnly,"[travelTime, price, numberofChanges, walkingDistance]","[flixbus, db_fv]",Karlsruhe,Bamberg
1.1,72.7,2,330,0.0,price,ptOnly,"[travelTime, price, numberofChanges, walkingDistance]","[db_fv, flixbus]",Karlsruhe,Bamberg
1.3,61.5,2,378,0.0,numberofChanges,ptOnly,"[travelTime, price, numberofChanges, walkingDistance]","[db_fv, flixbus, db_fv]",Karlsruhe,Bamberg
0.9,114.7,2,0,0.0,walkingDistance,ptOnly,"[travelTime, price, numberofChanges, walkingDistance]",[db_fv],Karlsruhe,Bamberg
0.9,61.5,2,378,0.1,travelTime,ptOnly,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]","[db_fv, flixbus, db_fv]",Karlsruhe,Bamberg
1.1,72.7,2,330,0.4,travelTime,ptOnly,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]","[db_fv, flixbus]",Karlsruhe,Bamberg
1.0,42.5,2,409,0.1,travelTime,ptOnly,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]","[flixbus, db_fv]",Karlsruhe,Bamberg
1.0,34.7,2,409,0.3,travelTime,ptOnly,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]","[flixbus, db_fv]",Karlsruhe,Bamberg
1.1,72.7,2,330,0.4,price,ptOnly,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]","[db_fv, flixbus]",Karlsruhe,Bamberg
1.6,65.6,2,286,0.2,price,ptOnly,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]","[db_fv, flixbus]",Karlsruhe,Bamberg
1.2,44.1,2,409,0.1,price,ptOnly,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]","[flixbus, db_fv]",Karlsruhe,Bamberg
1.8,74.3,2,263,0.1,price,ptOnly,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]","[db_fv, flixbus]",Karlsruhe,Bamberg
1.8,70.4,2,409,0.0,price,ptOnly,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]","[flixbus, db_fv]",Karlsruhe,Bamberg
1.3,61.5,2,378,0.5,numberofChanges,ptOnly,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]","[db_fv, flixbus, db_fv]",Karlsruhe,Bamberg
0.9,114.7,2,0,0.3,walkingDistance,ptOnly,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]",[db_fv],Karlsruhe,Bamberg
0.9,85.3,2,0,0.3,walkingDistance,ptOnly,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]",[db_fv],Karlsruhe,Bamberg
0.8,77.4,1,0,0.0,travelTime,all,"[travelTime, price, numberofChanges]","[flixbus, db_fv]",Heidelberg,Gelsenkirchen
0.9,36.9,1,0,0.0,travelTime,all,"[travelTime, price, numberofChanges]","[flixbus, db_fv]",Heidelberg,Gelsenkirchen
1.1,32.0,1,0,0.0,travelTime,all,"[travelTime, price, numberofChanges]","[flixbus, db_fv]",Heidelberg,Gelsenkirchen
0.8,77.4,1,0,0.0,travelTime,ptOnly,"[travelTime, price, numberofChanges]","[flixbus, db_fv]",Heidelberg,Gelsenkirchen
0.8,77.4,1,0,0.0,travelTime,noFlights,"[travelTime, price, numberofChanges]","[flixbus, db_fv]",Heidelberg,Gelsenkirchen
0.9,36.9,1,0,0.0,travelTime,noFlights,"[travelTime, price, numberofChanges]","[flixbus, db_fv]",Heidelberg,Gelsenkirchen
1.1,32.0,1,0,0.0,travelTime,noFlights,"[travelTime, price, numberofChanges]","[flixbus, db_fv]",Heidelberg,Gelsenkirchen
0.8,77.4,1,632,0.0,travelTime,all,"[travelTime, price, numberofChanges, walkingDistance]","[flixbus, db_fv]",Heidelberg,Gelsenkirchen
1.1,32.0,1,439,0.0,travelTime,all,"[travelTime, price, numberofChanges, walkingDistance]","[flixbus, db_fv]",Heidelberg,Gelsenkirchen
1.1,31.0,2,439,0.0,travelTime,all,"[travelTime, price, numberofChanges, walkingDistance]","[flixbus, db_fv]",Heidelberg,Gelsenkirchen
1.2,37.1,2,333,0.0,travelTime,all,"[travelTime, price, numberofChanges, walkingDistance]",[flixbus],Heidelberg,Gelsenkirchen
1.2,36.8,2,333,0.0,travelTime,all,"[travelTime, price, numberofChanges, walkingDistance]",[flixbus],Heidelberg,Gelsenkirchen
0.9,48.0,2,572,0.0,walkingDistance,all,"[travelTime, price, numberofChanges, walkingDistance]","[flixbus, db_fv]",Heidelberg,Gelsenkirchen
0.8,77.4,1,632,0.0,travelTime,ptOnly,"[travelTime, price, numberofChanges, walkingDistance]","[flixbus, db_fv]",Heidelberg,Gelsenkirchen
1.1,31.0,2,439,0.0,travelTime,ptOnly,"[travelTime, price, numberofChanges, walkingDistance]","[flixbus, db_fv]",Heidelberg,Gelsenkirchen
1.2,37.1,2,333,0.0,travelTime,ptOnly,"[travelTime, price, numberofChanges, walkingDistance]",[flixbus],Heidelberg,Gelsenkirchen
1.2,36.8,2,333,0.0,price,ptOnly,"[travelTime, price, numberofChanges, walkingDistance]",[flixbus],Heidelberg,Gelsenkirchen
0.9,48.0,2,572,0.0,walkingDistance,ptOnly,"[travelTime, price, numberofChanges, walkingDistance]","[flixbus, db_fv]",Heidelberg,Gelsenkirchen
0.8,77.4,1,632,0.0,travelTime,noFlights,"[travelTime, price, numberofChanges, walkingDistance]","[flixbus, db_fv]",Heidelberg,Gelsenkirchen
1.1,32.0,1,439,0.0,travelTime,noFlights,"[travelTime, price, numberofChanges, walkingDistance]","[flixbus, db_fv]",Heidelberg,Gelsenkirchen
1.1,31.0,2,439,0.0,travelTime,noFlights,"[travelTime, price, numberofChanges, walkingDistance]","[flixbus, db_fv]",Heidelberg,Gelsenkirchen
1.2,37.1,2,333,0.0,travelTime,noFlights,"[travelTime, price, numberofChanges, walkingDistance]",[flixbus],Heidelberg,Gelsenkirchen
1.2,36.8,2,333,0.0,travelTime,noFlights,"[travelTime, price, numberofChanges, walkingDistance]",[flixbus],Heidelberg,Gelsenkirchen
0.9,48.0,2,572,0.0,walkingDistance,noFlights,"[travelTime, price, numberofChanges, walkingDistance]","[flixbus, db_fv]",Heidelberg,Gelsenkirchen
0.8,77.4,1,632,0.1,travelTime,all,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]","[flixbus, db_fv]",Heidelberg,Gelsenkirchen
1.1,32.0,1,439,0.1,travelTime,all,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]","[flixbus, db_fv]",Heidelberg,Gelsenkirchen
1.1,31.0,2,439,0.2,travelTime,all,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]","[flixbus, db_fv]",Heidelberg,Gelsenkirchen
1.2,37.1,2,333,0.1,travelTime,all,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]",[flixbus],Heidelberg,Gelsenkirchen
1.2,74.1,2,273,0.3,travelTime,all,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]","[blablacar, db_fv]",Heidelberg,Gelsenkirchen
0.9,50.0,2,572,0.2,walkingDistance,all,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]","[flixbus, db_fv]",Heidelberg,Gelsenkirchen
0.9,48.0,2,572,0.2,walkingDistance,all,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]","[flixbus, db_fv]",Heidelberg,Gelsenkirchen
0.6,95.6,2,632,0.1,travelTime,ptOnly,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]","[flixbus, db_fv]",Heidelberg,Gelsenkirchen
0.8,77.4,1,632,0.1,travelTime,ptOnly,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]","[flixbus, db_fv]",Heidelberg,Gelsenkirchen
0.6,95.6,3,632,0.1,travelTime,ptOnly,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]","[flixbus, db_fv]",Heidelberg,Gelsenkirchen
0.9,44.4,3,499,0.0,travelTime,ptOnly,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]","[flixbus, db_fv]",Heidelberg,Gelsenkirchen
1.1,31.0,2,439,0.2,travelTime,ptOnly,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]","[flixbus, db_fv]",Heidelberg,Gelsenkirchen
1.1,34.6,3,437,0.1,travelTime,ptOnly,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]","[flixbus, db_fv]",Heidelberg,Gelsenkirchen
